0.492478,0.710647,0.683020,0.473602,0.716033,0.815648,0.762488,0.373231,0.108976,0.100786,0.309757,0.537416,multiNube
0.455574,0.635336,0.628167,0.704911,0.766198,0.752901,0.599206,0.704594,0.535498,0.008215,0.792209,0.270269,nube
0.006771,0.007890,0.192122,0.700964,0.341630,0.415374,0.418825,0.738565,0.459876,0.000000,0.974229,0.012548,cieloDespejado
0.269442,0.117228,0.317493,0.582604,0.331733,0.232420,0.099695,0.568265,0.263652,0.014654,0.707278,0.007282,nube
0.529396,0.643873,0.791340,0.558754,0.593641,0.668740,0.621259,0.530757,0.114377,0.301776,0.229673,0.434107,nube
0.402162,0.181288,0.580557,0.618172,0.190351,0.152983,0.098913,0.572912,0.300625,0.006996,0.827319,0.020545,cieloDespejado
0.427956,0.373596,0.522680,0.547642,0.438745,0.402917,0.298810,0.327666,0.109704,0.135384,0.259093,0.028347,nube
0.369725,0.623196,0.400315,0.329382,0.786767,0.847510,0.748704,0.549520,0.282170,0.067847,0.399841,0.474416,multiNube
0.350555,0.571117,0.703591,0.706348,0.666292,0.795795,0.776771,0.482452,0.061043,0.206624,0.175813,0.477082,multiNube
0.747693,0.987185,0.591682,0.089167,0.903980,0.889160,0.705811,0.714336,0.444927,0.008635,0.800218,0.996229,nube
0.401516,0.457623,0.671930,0.691337,0.533348,0.561548,0.489054,0.411987,0.116085,0.035508,0.523448,0.093752,nube
0.361125,0.136784,0.528475,0.638218,0.200222,0.141106,0.067630,0.523127,0.259429,0.010622,0.787968,0.016124,cieloDespejado
0.322170,0.208867,0.473850,0.692345,0.351841,0.298518,0.198375,0.697968,0.294842,0.034922,0.615881,0.050387,nube
0.405959,0.475523,0.598904,0.559570,0.539054,0.582135,0.520348,0.723142,0.419296,0.007126,0.826795,0.089396,nube
0.293941,0.340295,0.525290,0.848180,0.598635,0.529432,0.365669,0.522729,0.249165,0.031793,0.531196,0.136337,nube
0.303291,0.150210,0.487627,0.690981,0.294883,0.236718,0.144464,0.564631,0.322842,0.003722,0.854723,0.009817,cieloDespejado
0.251609,0.583164,0.568812,0.822560,0.859493,0.943256,0.847826,0.710074,0.493394,0.009869,0.801059,0.646902,nube
0.650471,0.857887,0.693323,0.354807,0.802500,0.825815,0.693868,0.520667,0.047133,0.591394,0.031674,0.827514,nube
0.328173,0.636042,0.584832,0.625841,0.727660,0.920924,0.940158,0.402791,0.289110,0.045642,0.596619,0.646642,nube
0.598855,0.838645,0.597442,0.292990,0.824102,0.865077,0.742777,0.729498,0.545482,0.018803,0.675333,0.663936,nube
0.451132,0.537805,0.711424,0.551735,0.586083,0.614822,0.531873,0.335890,0.033349,0.136672,0.234851,0.401144,multiNube
0.193628,0.327698,0.514958,0.839866,0.588440,0.642325,0.578975,0.460479,0.180344,0.061170,0.390817,0.176256,nube
0.377346,0.325684,0.554041,0.704970,0.425879,0.398558,0.303902,0.480039,0.198188,0.058032,0.441235,0.063520,nube
0.214941,0.062988,0.482052,0.723230,0.217107,0.223824,0.199442,0.639136,0.292840,0.008220,0.745445,0.040570,nube
0.744700,0.716920,0.745016,0.321677,0.534428,0.494323,0.367053,0.498002,0.463502,0.153944,0.360350,0.214941,nube
0.418410,0.604717,0.660404,0.659375,0.747085,0.756433,0.624769,0.292641,0.030743,0.071647,0.380692,0.427475,nube
0.205749,0.249316,0.422871,0.608679,0.394420,0.510789,0.537387,0.534916,0.234989,0.030279,0.524865,0.031337,nube
0.420003,0.684233,0.463213,0.574720,0.923420,0.871668,0.654809,0.512506,0.166287,0.100244,0.319240,0.604577,multiNube
0.433042,0.624860,0.580948,0.643082,0.717716,0.766977,0.673252,0.547473,0.347549,0.019812,0.637335,0.313894,nube
0.542417,0.442217,0.683249,0.554373,0.382390,0.354141,0.267719,0.351907,0.160414,0.127458,0.253157,0.024251,nube
0.352248,0.548731,0.657609,0.671324,0.626930,0.760547,0.752933,0.246366,0.189760,0.358522,0.244976,0.403225,multiNube
0.399215,0.683961,0.245779,0.198069,0.823972,0.898513,0.803048,0.777745,0.559923,0.025100,0.646505,0.853196,multiNube
0.258107,0.594439,0.546889,0.715949,0.769171,0.951375,0.953208,0.710048,0.462304,0.012102,0.730082,0.611144,nube
0.097421,0.035195,0.000000,0.310656,0.373688,0.336849,0.245362,0.852683,0.570532,0.000312,0.985124,0.001495,cieloDespejado
0.316620,0.412026,0.521964,0.729797,0.622547,0.605542,0.478533,0.579204,0.113905,0.270807,0.229130,0.362330,nube
0.309612,0.388285,0.663446,0.776070,0.464516,0.579699,0.590884,0.638397,0.379180,0.013410,0.714438,0.076913,nube
0.222521,0.484767,0.407166,0.775475,0.871455,0.836201,0.643245,0.508093,0.109098,0.069427,0.380589,0.682986,nube
0.633474,0.531944,0.685130,0.446398,0.379159,0.367182,0.294424,0.709817,0.478843,0.255354,0.488613,0.201547,nube
0.246702,0.378426,0.692907,0.904411,0.619193,0.647608,0.557567,0.565764,0.120452,0.073559,0.448914,0.315974,nube
0.476718,0.784609,0.525009,0.552623,0.890479,0.945432,0.820596,0.547962,0.265983,0.038649,0.576572,0.992913,nube
0.129044,0.385515,0.375640,0.830297,0.751157,0.812278,0.721123,0.440265,0.147393,0.082282,0.401153,0.368962,nube
0.381800,0.540431,0.732388,0.788294,0.665390,0.709567,0.622581,0.550237,0.288576,0.043849,0.508904,0.388141,nube
0.472261,0.724849,0.561205,0.448355,0.802246,0.863101,0.761189,0.571011,0.175918,0.061948,0.425708,0.701515,multiNube
0.341627,0.285572,0.521085,0.723544,0.449795,0.386191,0.257620,0.538639,0.139707,0.061298,0.485079,0.089461,nube
0.336199,0.653103,0.610083,0.645715,0.778019,0.935577,0.915901,0.650046,0.150400,0.172765,0.217287,0.776087,multiNube
0.419986,0.733125,0.872428,0.720456,0.822622,0.943828,0.885911,0.361274,0.080998,0.057955,0.422571,0.792471,nube
0.563769,0.627461,0.667478,0.448325,0.606518,0.599473,0.483728,0.486498,0.191459,0.172281,0.257499,0.213250,nube
0.442766,0.262626,0.645499,0.527461,0.223682,0.219775,0.185550,0.467027,0.182566,0.028005,0.584666,0.058124,nube
0.372572,0.385319,0.607939,0.797353,0.543597,0.492803,0.355102,0.542179,0.317599,0.040149,0.492114,0.120863,nube
0.374304,0.646207,0.571209,0.662444,0.798646,0.875458,0.787034,0.776448,0.716044,0.012136,0.737584,0.374618,nube
0.557649,0.343237,0.595920,0.399855,0.125306,0.188138,0.227521,0.477647,0.212422,0.009226,0.723426,0.023991,cieloDespejado
0.630610,0.875010,0.669163,0.232117,0.814625,0.877112,0.773949,0.524460,0.164749,0.357038,0.093570,0.964242,nube
0.269400,0.172926,0.528974,0.778221,0.315118,0.314654,0.264308,0.560063,0.258010,0.009955,0.730576,0.049412,nube
0.721276,0.885810,0.642896,0.136496,0.785302,0.774212,0.618337,0.520797,0.298891,0.042048,0.467174,0.600871,nube
0.320683,0.521528,0.525797,0.744044,0.692467,0.761781,0.689283,0.337485,0.098122,0.063837,0.377670,0.310058,nube
0.570312,0.784792,0.492928,0.186423,0.804495,0.823030,0.686854,0.493343,0.235965,0.106363,0.305922,0.662441,multiNube
0.564596,0.536766,0.701946,0.475711,0.511852,0.464574,0.336235,0.554793,0.312239,0.012772,0.723497,0.135232,nube
0.627852,0.871749,0.483128,0.242199,0.890200,0.875915,0.695837,0.467150,0.246239,0.056454,0.430556,0.674859,multiNube
0.265139,0.555331,0.612819,0.723092,0.787240,0.884456,0.814682,0.330534,0.032728,0.080125,0.373924,0.570379,nube
0.327407,0.433562,0.511419,0.730818,0.596253,0.623180,0.536686,0.541083,0.145331,0.205115,0.220656,0.129966,multiNube
0.497329,0.455150,0.631074,0.467412,0.353349,0.432320,0.437526,0.528392,0.227039,0.012077,0.719499,0.087446,nube
0.548149,0.733385,0.770504,0.479567,0.700548,0.776230,0.707151,0.507522,0.377727,0.017321,0.740437,0.465184,nube
0.539892,0.482374,0.898858,0.598930,0.359611,0.416700,0.403138,0.672616,0.291467,0.182965,0.415200,0.289903,nube
0.385164,0.569708,0.611480,0.634075,0.703452,0.748355,0.654094,0.574040,0.304447,0.022268,0.618846,0.269748,multiNube
0.263936,0.515610,0.449617,0.518661,0.675429,0.827427,0.824484,0.535624,0.186674,0.108586,0.312460,0.403745,multiNube
0.434853,0.374957,0.645914,0.665223,0.395223,0.395884,0.329903,0.644844,0.397255,0.005038,0.866142,0.068266,nube
0.404450,0.640218,0.613026,0.570300,0.724101,0.827110,0.774995,0.593461,0.393684,0.014070,0.682961,0.427215,nube
0.395625,0.225207,0.693074,0.775056,0.259876,0.226353,0.161005,0.570292,0.377478,0.008468,0.811726,0.013848,cieloDespejado
0.146012,0.488679,0.541811,0.895841,0.811647,0.942251,0.894106,0.574379,0.056238,0.228566,0.145788,0.660035,nube
0.576110,0.428518,0.615105,0.380705,0.269570,0.289769,0.265326,0.540941,0.165256,0.150246,0.356933,0.203693,nube
