0.279988,0.247089,0.472920,0.617571,0.385169,0.410201,0.365759,0.461213,0.125542,0.066379,0.470898,0.048436,multiNube
0.272790,0.438520,0.547977,0.839420,0.692908,0.702080,0.581457,0.557190,0.412981,0.015270,0.727298,0.207269,multiNube
0.399785,0.158792,0.649920,0.608051,0.156487,0.122909,0.078855,0.566103,0.237900,0.019704,0.697031,0.062285,multiNube
0.331497,0.115589,0.376285,0.588931,0.281042,0.148667,0.000000,0.537623,0.294994,0.007190,0.796213,0.000715,cieloDespejado
0.251986,0.285421,0.470252,0.599162,0.405899,0.503459,0.512666,0.452771,0.168238,0.038367,0.455879,0.038099,nube
0.647552,0.392490,0.647340,0.325735,0.091944,0.142974,0.179818,0.467992,0.186777,0.011003,0.718186,0.039464,cieloDespejado
0.827070,0.948210,0.792871,0.167597,0.684457,0.727618,0.635886,0.486912,0.186958,0.234028,0.156456,0.587478,nube
0.378649,0.642946,0.521362,0.721285,0.891491,0.864954,0.674824,0.542676,0.209896,0.084971,0.337295,0.638905,multiNube
0.292837,0.412007,0.356202,0.473160,0.581961,0.636686,0.575343,0.531850,0.256903,0.038897,0.497172,0.069631,nube
0.371156,0.324470,0.567269,0.769174,0.411989,0.404879,0.329231,0.505826,0.334209,0.008257,0.774420,0.038814,cieloDespejado
0.243559,0.406076,0.928026,1.000000,0.644719,0.692523,0.612700,0.604346,0.167720,0.090065,0.349644,0.334829,nube
0.308619,0.419528,0.640545,0.875122,0.639348,0.627099,0.500421,0.666217,0.160128,0.232953,0.249183,0.224368,nube
0.485295,0.604772,0.915459,0.776805,0.689456,0.668850,0.525156,0.412776,0.284973,0.035624,0.545281,0.409141,nube
0.647048,0.903621,0.437780,0.090572,0.866401,0.897779,0.759084,0.510792,0.269537,0.037874,0.487563,0.952344,nube
0.600386,0.778879,0.731310,0.404709,0.762340,0.774889,0.642632,0.817498,0.849300,0.009786,0.813151,0.305442,nube
0.367824,0.273995,0.625411,0.675339,0.247151,0.334773,0.368808,0.517468,0.209481,0.015738,0.681242,0.025811,nube
1.000000,0.654789,0.807849,0.060017,0.021579,0.068037,0.115751,0.737703,0.799725,0.139681,0.266121,0.004226,multiNube
0.530263,0.623367,0.861835,0.539897,0.574838,0.637348,0.583693,0.000000,0.017614,0.384883,0.181844,0.443924,multiNube
0.692190,0.930296,0.762659,0.247244,0.809536,0.877970,0.780606,0.549023,0.140057,0.412650,0.065359,0.972564,nube
0.599773,0.507067,0.651210,0.387563,0.394731,0.374649,0.292204,0.588279,0.397566,0.014946,0.717241,0.109291,nube
0.563769,0.627461,0.667478,0.448325,0.606518,0.599473,0.483728,0.486498,0.191459,0.172281,0.257499,0.213250,nube
0.681557,0.881998,0.609636,0.136254,0.769918,0.820647,0.717321,0.607882,0.341690,0.029504,0.573634,0.768871,nube
0.357594,0.612999,0.544943,0.746682,0.793104,0.848362,0.743867,0.553909,0.192245,0.134351,0.255791,0.470516,nube
0.350216,0.436456,0.632164,0.788021,0.667766,0.597555,0.418720,0.479329,0.199169,0.073321,0.403912,0.184578,nube
0.398978,0.323884,0.415422,0.360345,0.395716,0.367549,0.278442,0.547830,0.296474,0.042676,0.468344,0.018139,nube
0.342505,0.392344,0.544498,0.727778,0.529357,0.542577,0.458941,0.664241,0.435537,0.004297,0.857906,0.085950,nube
0.736573,0.972659,0.639799,0.224508,0.905031,0.882304,0.692424,0.407370,0.084764,0.488540,0.052656,0.978090,nube
0.560463,0.370860,0.566442,0.357256,0.203217,0.225206,0.215888,0.420321,0.206180,0.066006,0.377504,0.049152,nube
0.422578,0.623584,0.792723,0.682632,0.657686,0.778808,0.754867,0.182889,0.189047,0.304105,0.232611,0.436643,nube
0.271352,0.257506,0.480765,0.735385,0.452395,0.436888,0.346195,0.655500,0.159528,0.181988,0.411856,0.117743,nube
0.253507,0.221549,0.416527,0.729102,0.430928,0.407226,0.314418,0.694617,0.264017,0.091567,0.521033,0.087511,nube
0.700282,0.765136,0.607162,0.302492,0.680736,0.623681,0.452676,0.574066,0.647405,0.044784,0.550498,0.212925,nube
