0.083771 , 0.102008 , 0.217789 , 0.543134 , 0.347885 , 0.453318 , 0.480787 , 0.709191 , 0.441464 , 0.011572 , 0.785787 , 0.020480 , 30.000000
0.257815 , 0.588857 , 0.626139 , 0.746146 , 0.776960 , 0.943522 , 0.931255 , 0.510855 , 0.118033 , 0.055659 , 0.414801 , 0.626032 , 20.000000
0.363051 , 0.652227 , 0.459943 , 0.528367 , 0.784752 , 0.899090 , 0.843504 , 0.503858 , 0.138157 , 0.091695 , 0.379430 , 0.800143 , 20.000000
0.385854 , 0.543304 , 0.758268 , 0.802323 , 0.640243 , 0.708493 , 0.645924 , 0.597205 , 0.392795 , 0.025046 , 0.639706 , 0.274755 , 20.000000
0.508217 , 0.801749 , 0.509303 , 0.412729 , 0.813261 , 0.929436 , 0.869434 , 0.954468 , 0.958126 , 0.002145 , 0.941359 , 0.807165 , 30.000000
0.390676 , 0.383624 , 0.729293 , 0.795338 , 0.503462 , 0.466573 , 0.348263 , 0.577345 , 0.265009 , 0.075252 , 0.525154 , 0.126650 , 20.000000
0.075368 , 0.098422 , 0.506011 , 0.926393 , 0.384432 , 0.459041 , 0.454348 , 0.615289 , 0.368912 , 0.058306 , 0.695922 , 0.106495 , 30.000000
0.448412 , 0.503894 , 0.696608 , 0.721034 , 0.595913 , 0.568352 , 0.438410 , 0.586895 , 0.244424 , 0.107718 , 0.409373 , 0.267408 , 20.000000
0.409993 , 0.281531 , 0.577993 , 0.712059 , 0.320172 , 0.290623 , 0.216004 , 0.495811 , 0.308055 , 0.008748 , 0.781667 , 0.007867 , 10.000000
0.407469 , 0.537929 , 0.680023 , 0.697815 , 0.641832 , 0.672233 , 0.579105 , 0.688091 , 0.415862 , 0.008004 , 0.849768 , 0.193160 , 30.000000
0.583179 , 0.762245 , 0.724750 , 0.402146 , 0.680043 , 0.772899 , 0.721767 , 0.588302 , 0.355214 , 0.013545 , 0.696549 , 0.458228 , 30.000000
0.397915 , 0.533369 , 0.479755 , 0.618867 , 0.720587 , 0.678026 , 0.510372 , 0.477201 , 0.201040 , 0.045969 , 0.513069 , 0.188414 , 20.000000
0.382101 , 0.401923 , 0.604246 , 0.645405 , 0.485077 , 0.504813 , 0.435522 , 0.584807 , 0.117571 , 0.179957 , 0.234583 , 0.188739 , 20.000000
0.363509 , 0.335225 , 0.692897 , 0.804165 , 0.427733 , 0.430770 , 0.359978 , 0.631850 , 0.264385 , 0.048538 , 0.505920 , 0.114817 , 30.000000
0.566337 , 0.450426 , 0.668342 , 0.378592 , 0.304080 , 0.334902 , 0.311822 , 0.389632 , 0.165629 , 0.058586 , 0.455932 , 0.049737 , 30.000000
0.271352 , 0.257506 , 0.480765 , 0.735385 , 0.452395 , 0.436888 , 0.346195 , 0.655500 , 0.159528 , 0.181988 , 0.411856 , 0.117743 , 30.000000
0.269364 , 0.406058 , 0.606794 , 0.896840 , 0.639571 , 0.658675 , 0.556993 , 0.810139 , 0.369091 , 0.038939 , 0.589716 , 0.227553 , 20.000000
0.658940 , 0.917700 , 0.537759 , 0.204236 , 0.821896 , 0.902966 , 0.813144 , 0.487884 , 0.220397 , 0.024785 , 0.620098 , 0.988622 , 30.000000
0.277405 , 0.521292 , 0.342730 , 0.429691 , 0.693096 , 0.818157 , 0.790053 , 0.647941 , 0.388306 , 0.055833 , 0.455483 , 0.520447 , 20.000000
0.414343 , 0.623977 , 0.578130 , 0.601451 , 0.670060 , 0.790181 , 0.762886 , 0.552803 , 0.307308 , 0.039893 , 0.495901 , 0.255120 , 30.000000
0.626720 , 0.587031 , 0.655946 , 0.384061 , 0.455083 , 0.457313 , 0.380231 , 0.579993 , 0.392475 , 0.017324 , 0.707709 , 0.131916 , 30.000000
0.403835 , 0.651219 , 0.688228 , 0.652702 , 0.759967 , 0.844148 , 0.769593 , 0.520968 , 0.247093 , 0.054878 , 0.429375 , 0.553280 , 20.000000
0.598855 , 0.838645 , 0.597442 , 0.292990 , 0.824102 , 0.865077 , 0.742777 , 0.729498 , 0.545482 , 0.018803 , 0.675333 , 0.663936 , 30.000000
0.294756 , 0.232550 , 0.598806 , 0.783122 , 0.374787 , 0.369393 , 0.302793 , 0.593884 , 0.218242 , 0.060365 , 0.519667 , 0.074442 , 30.000000
0.349131 , 0.399588 , 0.523290 , 0.761097 , 0.593442 , 0.544580 , 0.398135 , 0.503329 , 0.274801 , 0.012176 , 0.736107 , 0.098693 , 30.000000
0.352494 , 0.482513 , 0.663893 , 0.746621 , 0.595279 , 0.662523 , 0.608431 , 0.516519 , 0.125507 , 0.201925 , 0.310097 , 0.377284 , 20.000000
0.199714 , 0.256773 , 0.566173 , 0.936446 , 0.520155 , 0.529702 , 0.445033 , 0.533829 , 0.306755 , 0.014605 , 0.701278 , 0.101749 , 30.000000
0.405054 , 0.460081 , 0.676188 , 0.782107 , 0.550742 , 0.560536 , 0.469752 , 0.621119 , 0.436884 , 0.005619 , 0.841578 , 0.095898 , 10.000000
0.515130 , 0.391351 , 0.523269 , 0.345875 , 0.284142 , 0.314855 , 0.295803 , 0.493376 , 0.217845 , 0.033023 , 0.521592 , 0.103634 , 20.000000
0.341839 , 0.455823 , 0.632184 , 0.742556 , 0.549028 , 0.637109 , 0.609204 , 0.614183 , 0.365755 , 0.014978 , 0.711274 , 0.095442 , 30.000000
0.186201 , 0.022007 , 0.393157 , 0.704426 , 0.181999 , 0.201029 , 0.193727 , 0.621384 , 0.293839 , 0.005803 , 0.786687 , 0.018074 , 10.000000
0.320683 , 0.521528 , 0.525797 , 0.744044 , 0.692467 , 0.761781 , 0.689283 , 0.337485 , 0.098122 , 0.063837 , 0.377670 , 0.310058 , 30.000000
0.328173 , 0.636042 , 0.584832 , 0.625841 , 0.727660 , 0.920924 , 0.940158 , 0.402791 , 0.289110 , 0.045642 , 0.596619 , 0.646642 , 30.000000
0.529806 , 0.773368 , 0.650707 , 0.509439 , 0.813855 , 0.859264 , 0.742621 , 0.768633 , 0.578556 , 0.008399 , 0.798349 , 0.412327 , 30.000000
0.530263 , 0.623367 , 0.861835 , 0.539897 , 0.574838 , 0.637348 , 0.583693 , 0.000000 , 0.017614 , 0.384883 , 0.181844 , 0.443924 , 20.000000
0.310051 , 0.589795 , 0.193202 , 0.271921 , 0.824075 , 0.876440 , 0.763242 , 0.666379 , 0.537494 , 0.033430 , 0.519223 , 0.629998 , 30.000000
0.382134 , 0.148592 , 0.401186 , 0.524182 , 0.243942 , 0.130992 , 0.005496 , 0.517131 , 0.251121 , 0.008922 , 0.768502 , 0.004551 , 10.000000
0.587282 , 0.506844 , 0.690448 , 0.540167 , 0.442407 , 0.390692 , 0.273140 , 0.592374 , 0.401433 , 0.014541 , 0.741534 , 0.143099 , 30.000000
0.564598 , 0.669040 , 0.671162 , 0.534537 , 0.713922 , 0.659735 , 0.484170 , 0.490448 , 0.299556 , 0.055524 , 0.485336 , 0.207399 , 30.000000
0.452446 , 0.331466 , 0.669298 , 0.519680 , 0.223014 , 0.308657 , 0.346091 , 0.331946 , 0.213698 , 0.044229 , 0.596517 , 0.102789 , 30.000000
0.372492 , 0.238225 , 0.644132 , 0.776297 , 0.280989 , 0.275879 , 0.228866 , 0.624961 , 0.358651 , 0.010281 , 0.732384 , 0.027436 , 30.000000
0.360049 , 0.253975 , 0.605505 , 0.750639 , 0.340666 , 0.315427 , 0.240020 , 0.638414 , 0.206007 , 0.076396 , 0.487258 , 0.078994 , 30.000000
0.063180 , 0.208846 , 0.283290 , 0.880575 , 0.605631 , 0.637940 , 0.553810 , 0.765157 , 0.332895 , 0.075505 , 0.492239 , 0.208634 , 30.000000
0.583194 , 0.767028 , 0.762571 , 0.406104 , 0.733066 , 0.779936 , 0.681133 , 0.084998 , 0.115405 , 0.216616 , 0.303264 , 0.540277 , 20.000000
0.298297 , 0.278341 , 0.534358 , 0.643473 , 0.354374 , 0.432315 , 0.436486 , 0.591635 , 0.157590 , 0.047311 , 0.557922 , 0.107145 , 30.000000
0.472687 , 0.394757 , 0.669965 , 0.704521 , 0.351731 , 0.375509 , 0.336967 , 0.481335 , 0.176208 , 0.126796 , 0.415930 , 0.059424 , 30.000000
0.348273 , 0.380721 , 0.502830 , 0.717676 , 0.547003 , 0.517867 , 0.396763 , 0.495165 , 0.287512 , 0.010642 , 0.745976 , 0.049672 , 30.000000
0.306422 , 0.543846 , 0.511757 , 0.735640 , 0.767707 , 0.813402 , 0.706511 , 0.435876 , 0.044652 , 0.142942 , 0.229720 , 0.489565 , 30.000000
0.153401 , 0.098002 , 0.428829 , 0.705691 , 0.277472 , 0.356145 , 0.376774 , 0.687252 , 0.290528 , 0.016634 , 0.670069 , 0.049347 , 30.000000
0.369302 , 0.468894 , 0.718046 , 0.808377 , 0.632772 , 0.620399 , 0.494979 , 0.558622 , 0.201317 , 0.211964 , 0.301666 , 0.268708 , 30.000000
0.493740 , 0.284103 , 0.659516 , 0.459543 , 0.164916 , 0.184652 , 0.181440 , 0.551630 , 0.263908 , 0.025654 , 0.639914 , 0.053313 , 30.000000
0.343056 , 0.227628 , 0.382942 , 0.565661 , 0.416865 , 0.298825 , 0.133573 , 0.535150 , 0.175919 , 0.035862 , 0.563240 , 0.019765 , 30.000000
0.345383 , 0.108362 , 0.401604 , 0.574108 , 0.225409 , 0.119804 , 0.004000 , 0.550903 , 0.261591 , 0.008026 , 0.767810 , 0.003771 , 10.000000
0.342124 , 0.610082 , 0.518843 , 0.521401 , 0.711738 , 0.864336 , 0.854378 , 0.582349 , 0.216910 , 0.069665 , 0.379274 , 0.544633 , 20.000000
0.163424 , 0.164894 , 0.397387 , 0.687076 , 0.383342 , 0.441704 , 0.424259 , 0.501831 , 0.193742 , 0.019242 , 0.649681 , 0.023666 , 30.000000
0.331497 , 0.115589 , 0.376285 , 0.588931 , 0.281042 , 0.148667 , 0.000000 , 0.537623 , 0.294994 , 0.007190 , 0.796213 , 0.000715 , 10.000000
0.697204 , 0.951372 , 0.628792 , 0.189491 , 0.804052 , 0.902495 , 0.830231 , 0.475905 , 0.220459 , 0.028645 , 0.587772 , 0.996034 , 30.000000
0.331269 , 0.586577 , 0.538997 , 0.628840 , 0.704155 , 0.843884 , 0.825212 , 0.795158 , 0.536939 , 0.047367 , 0.511064 , 0.425785 , 30.000000
0.424225 , 0.677990 , 0.347943 , 0.383616 , 0.843468 , 0.856922 , 0.708644 , 0.494982 , 0.212140 , 0.059732 , 0.430005 , 0.563162 , 20.000000
