"","MSETrain","MSETest"
"1",0.446027333066006,0.443076197306315
"2",0.441427248594259,0.442188262939453
"3",0.441303047165968,0.441386413574219
"4",0.441178930982309,0.440693028767904
"5",0.441056661765669,0.440096071031359
"6",0.440936608909451,0.439580917358398
"7",0.440819852178989,0.439134682549371
"8",0.44070633474453,0.438747278849284
"9",0.440596539658985,0.438409593370226
"10",0.440490381677723,0.438114335801866
"11",0.440387917630499,0.43785514831543
"12",0.440288948613172,0.437625630696615
"13",0.440192821083566,0.437421035766602
"14",0.440099733945822,0.437236234876845
"15",0.440007868647797,0.437067031860352
"16",0.43991583286051,0.436909018622504
"17",0.439822944626906,0.436758889092339
"18",0.439727158075826,0.436611853705512
"19",0.439625972698077,0.436464564005534
"20",0.439516831154708,0.436311679416233
"21",0.439396096341437,0.436147986518012
"22",0.439258028453067,0.435965898301866
"23",0.439096319386857,0.435755835639106
"24",0.438900825031643,0.435504277547201
"25",0.438657707342222,0.43519164191352
"26",0.438345172107775,0.434789784749349
"27",0.437933071143578,0.434256956312391
"28",0.437376111135358,0.433534198337131
"29",0.436612461310303,0.432543012830946
"30",0.435565145766047,0.431193627251519
"31",0.434155142729065,0.429404915703668
"32",0.432326844284654,0.427123175726997
"33",0.430050897864656,0.424290084838867
"34",0.427261608272957,0.420745552910699
"35",0.423767459237154,0.416211064656576
"36",0.419343632248749,0.410562811957465
"37",0.414113703608735,0.404255633884006
"38",0.408735847117959,0.398163180881076
"39",0.403894946561845,0.392863761054145
"40",0.399821361349948,0.388402557373047
"41",0.396377421402176,0.384577178955078
"42",0.393337484178596,0.381188625759549
"43",0.390536885465768,0.378106858995226
"44",0.387888647324546,0.375261052449544
"45",0.385358984465928,0.37261962890625
"46",0.382944231370752,0.370176739162869
"47",0.380654418490674,0.367942301432292
"48",0.378505145593284,0.365932125515408
"49",0.376509227788204,0.364160537719727
"50",0.374674734900562,0.3626343621148
"51",0.373002604621305,0.36135245429145
"52",0.371488659963483,0.360304175482856
"53",0.370123722921759,0.359471808539497
"54",0.368896711694018,0.358831999037001
"55",0.36779469751113,0.358358510335286
"56",0.366805518805648,0.358023537529839
"57",0.365916928765494,0.35780029296875
"58",0.365117902418311,0.357663938734266
"59",0.364398579801705,0.357592137654622
"60",0.363750237548373,0.357566409640842
"61",0.363164635343925,0.35757204691569
"62",0.362634811543442,0.357597096761068
"63",0.362155083171482,0.357633887396918
"64",0.361719682007973,0.357675976223416
"65",0.36132414691719,0.357721752590603
"66",0.360963363221238,0.357770284016927
"67",0.360633892719972,0.357823181152344
"68",0.360332354043005,0.357883792453342
"69",0.360055024841422,0.35795661078559
"70",0.359799006797748,0.358047146267361
"71",0.359562055136682,0.358160781860352
"72",0.35934127154075,0.358302264743381
"73",0.359134496479283,0.358475833468967
"74",0.358939485176981,0.358684243096246
"75",0.358754220177563,0.358928383721246
"76",0.358576968173519,0.35920647515191
"77",0.358405796953198,0.359515380859375
"78",0.358239228942985,0.359849124484592
"79",0.358075445590738,0.360200330946181
"80",0.357913793354283,0.360560141669379
"81",0.357752169532705,0.360918299357096
"82",0.357589636435056,0.361264207628038
"83",0.357425654178669,0.361587482028537
"84",0.357258802019684,0.361877950032552
"85",0.357089278862241,0.362126032511393
"86",0.356916147015392,0.362324439154731
"87",0.356738923426225,0.362466600206163
"88",0.356557125041827,0.362547895643446
"89",0.356371405404373,0.362565697564019
"90",0.356181224631198,0.362519794040256
"91",0.355986838456195,0.362410651312934
"92",0.355787849071084,0.362241660224067
"93",0.355585279411444,0.362016847398546
"94",0.355378220201205,0.361741341484918
"95",0.355167523886682,0.361420906914605
"96",0.354952906319105,0.361061392890082
"97",0.354733912860437,0.360668394300673
"98",0.354511054978468,0.360247633192274
"99",0.354284048524427,0.35980356004503
"100",0.35405189897761,0.359340074327257
"101",0.353814379019,0.358860651652018
"102",0.353570977180808,0.358367411295573
"103",0.35332069894233,0.357862048678928
"104",0.353063032835777,0.35734503004286
"105",0.352796416042903,0.356816652086046
"106",0.352519939287637,0.356276660495334
"107",0.352233091102188,0.355724207560221
"108",0.351934990625364,0.355158805847168
"109",0.351624529676952,0.354580540127224
"110",0.351302390214007,0.353990745544434
"111",0.350969566757231,0.353392261928982
"112",0.350628048348027,0.352789200676812
"113",0.350282040388225,0.352186817593045
"114",0.349935520960632,0.351589308844672
"115",0.349592326073673,0.35099860297309
"116",0.349255865512613,0.350413831075033
"117",0.348926565500611,0.349831538730197
"118",0.34860357359135,0.34924685160319
"119",0.348284588179775,0.348655319213867
"120",0.347966227895499,0.348052024841309
"121",0.347646787845889,0.34743275112576
"122",0.347322886660556,0.346794064839681
"123",0.346993075180764,0.346132193671332
"124",0.346655563269248,0.34544440375434
"125",0.346309072256532,0.344727155897352
"126",0.345952806526056,0.343977334764269
"127",0.345585629482731,0.343191825018989
"128",0.345208279913364,0.342368189493815
"129",0.344820502084061,0.341505538092719
"130",0.344423034781628,0.340604400634766
"131",0.344016588377997,0.339668930901421
"132",0.343603151914572,0.338705338372125
"133",0.343185623708828,0.337723880343967
"134",0.342765935972416,0.336736467149523
"135",0.342347072267444,0.335757001241048
"136",0.341932072985772,0.334798028733995
"137",0.341523324977086,0.333870357937283
"138",0.341121623857949,0.332981639438205
"139",0.340728475616853,0.332136599222819
"140",0.340344533795973,0.331337462531196
"141",0.339969372172151,0.330585861206055
"142",0.339602933915634,0.329881922403971
"143",0.339245076952034,0.329227150811089
"144",0.338895232983808,0.328623241848416
"145",0.338553316766323,0.328072208828396
"146",0.338218504268142,0.327576806810167
"147",0.337890596585123,0.327140426635742
"148",0.337570105185056,0.326765992906358
"149",0.337255637738958,0.326457150777181
"150",0.336946853268302,0.326216400994195
"151",0.336643467624316,0.326046074761285
"152",0.336345026168965,0.325946850246853
"153",0.336051273168354,0.325918515523275
"154",0.335761867643957,0.325958485073513
"155",0.335477065329667,0.326062753465441
"156",0.335196354757696,0.32622570461697
"157",0.334920702033869,0.326439751519097
"158",0.334650135573062,0.326696417066786
"159",0.334385081598435,0.32698720296224
"160",0.334126506215811,0.327303038703071
"161",0.333874437840069,0.327636210123698
"162",0.33362896171584,0.327978748745388
"163",0.333391100778704,0.328324932522244
"164",0.333160400390625,0.328669442070855
"165",0.332937258359884,0.32900882297092
"166",0.33272107797406,0.329339302910699
"167",0.332511575084381,0.329659589131673
"168",0.332309261158636,0.329967541164822
"169",0.332112630208333,0.330262798733181
"170",0.33192151174421,0.330544598897298
"171",0.331736076255528,0.330812814500597
"172",0.331555130317446,0.331067805820041
"173",0.331379071738245,0.331309869554308
"174",0.331206991241853,0.33153928120931
"175",0.331038519434867,0.331756443447537
"176",0.330873372168514,0.331961886088053
"177",0.330710981145251,0.332156244913737
"178",0.330551829417991,0.332339943779839
"179",0.330394723561889,0.3325134701199
"180",0.330239890895964,0.332677544487847
"181",0.330087416664848,0.332832209269206
"182",0.329936533666856,0.332978057861328
"183",0.329787185072233,0.333115726047092
"184",0.329639285636348,0.333245256212023
"185",0.329492721699692,0.333367326524523
"186",0.329347748996159,0.333481894599067
"187",0.329203685568698,0.333589447869195
"188",0.329060389342921,0.333690494961209
"189",0.328918343371741,0.333785078260634
"190",0.328777348751018,0.333873388502333
"191",0.328636581449313,0.33395578596327
"192",0.328497092817083,0.334032694498698
"193",0.328358058822888,0.334104092915853
"194",0.32821996251964,0.334170129564073
"195",0.328081780971762,0.334231334262424
"196",0.327944224551181,0.334287728203668
"197",0.327807662651304,0.334339671664768
"198",0.327671271240689,0.334386995103624
"199",0.327535163978847,0.334430249532064
"200",0.32739971025918,0.334469392564562
"201",0.327264171294882,0.334504784478082
"202",0.327129115383496,0.334536276923286
"203",0.326994457280392,0.334564208984375
"204",0.326859742347533,0.334588898552789
"205",0.326725709371727,0.334610218471951
"206",0.326591818470307,0.334628338283963
"207",0.326457785494501,0.33464346991645
"208",0.326324150326976,0.334655719333225
"209",0.326190571989205,0.334665128919813
"210",0.326056965236557,0.334671952989366
"211",0.325923614217804,0.334676170349121
"212",0.325789836975893,0.33467780219184
"213",0.325656287053,0.334677039252387
"214",0.325523163353265,0.334674008687337
"215",0.325389954408898,0.33466862572564
"216",0.325256660219899,0.33466125064426
"217",0.325123195541638,0.334651777479384
"218",0.324989844522885,0.334640248616536
"219",0.324856521919009,0.334626748826769
"220",0.324723085655624,0.334611553615994
"221",0.324589507317854,0.334594302707248
"222",0.324456014224715,0.334575483534071
"223",0.324322435886944,0.334554947747125
"224",0.324188630230156,0.334532907274034
"225",0.324054966647754,0.334509319729275
"226",0.323921132576088,0.334484227498372
"227",0.323787696312704,0.334457757737901
"228",0.323653833826161,0.334429931640625
"229",0.323519971339618,0.334400791592068
"230",0.323386478246479,0.334370274013943
"231",0.323252615759937,0.334338717990451
"232",0.323118753273394,0.334305911593967
"233",0.322985373839764,0.334272066752116
"234",0.32285162501273,0.334237077501085
"235",0.322718273993977,0.334201028611925
"236",0.322584780900838,0.334164068433974
"237",0.322451543541594,0.334126091003418
"238",0.322318476671613,0.334087096320258
"239",0.322185409801632,0.33404712677002
"240",0.32205296805895,0.334006203545464
"241",0.321920497901391,0.333964411417643
"242",0.321788368722358,0.333921496073405
"243",0.321656523692097,0.333877711825901
"244",0.321525019640363,0.333832867940267
"245",0.321393941811787,0.333786985609267
"246",0.321262949227843,0.333739895290799
"247",0.321132922749724,0.333691618177626
"248",0.321002697367464,0.333642196655273
"249",0.320873494920784,0.333591567145454
"250",0.32074463345263,0.333539496527778
"251",0.320616510771284,0.333486027187771
"252",0.320489070046991,0.333431159125434
"253",0.320361885056593,0.333374065823025
"254",0.320235438853003,0.333315806918674
"255",0.320109958755237,0.333255704243978
"256",0.319985189029402,0.333193249172635
"257",0.319860873941603,0.333129077487522
"258",0.319737865938155,0.333062892489963
"259",0.319615795625655,0.332994249131944
"260",0.319494009461927,0.33292350769043
"261",0.319373700871814,0.332850244310167
"262",0.319254329972649,0.33277456495497
"263",0.319135953594186,0.332696300082737
"264",0.319018799055444,0.332615428500705
"265",0.318902468548141,0.332531865437826
"266",0.318787416710312,0.332445589701335
"267",0.318673728786589,0.33235666486952
"268",0.318561376362096,0.332264879014757
"269",0.318450075288059,0.332170210944282
"270",0.318340280202514,0.332072745429145
"271",0.318231934275707,0.331972524854872
"272",0.318125037507638,0.331869294908312
"273",0.318019731972693,0.331763479444716
"274",0.31791561986259,0.331654781765408
"275",0.31781321264512,0.331543201870388
"276",0.31771233983102,0.331429100036621
"277",0.317612944590535,0.331312433878581
"278",0.317515083753419,0.331193055046929
"279",0.317419211957708,0.33107123904758
"280",0.317324590416594,0.330947007073296
"281",0.317231844257376,0.330820422702365
"282",0.31714060408665,0.33069150712755
"283",0.317051068808557,0.330560747782389
"284",0.316962954274325,0.330427847968207
"285",0.316876658292234,0.330293252733019
"286",0.316791783054004,0.330156813727485
"287",0.316708697953038,0.330018636915419
"288",0.316626919936423,0.329879442850749
"289",0.316546704738056,0.329738638136122
"290",0.316467853453794,0.329596900939941
"291",0.316390309253884,0.329454019334581
"292",0.316314697265625,0.329310438368056
"293",0.316239909308805,0.32916636996799
"294",0.316166456851213,0.329021644592285
"295",0.31609445355236,0.328876558939616
"296",0.316023387944454,0.328731430901421
"297",0.315953402101883,0.328586345248752
"298",0.315884723343663,0.328441259596083
"299",0.315816527638355,0.328296724955241
"300",0.315750178900067,0.328152423434787
"301",0.315683830161778,0.32800907558865
"302",0.315618618018578,0.32786627875434
"303",0.315554229906817,0.327724372016059
"304",0.315490466922355,0.327583609686957
"305",0.315427385894946,0.327443885803223
"306",0.315365100484099,0.327305624220106
"307",0.315303468615427,0.32716867658827
"308",0.315242007236019,0.327033466762967
"309",0.315180886835137,0.326899740431044
"310",0.315120391561554,0.326768006218804
"311",0.315060066777235,0.326637925042046
"312",0.315000367120214,0.326509645250109
"313",0.314940582218561,0.326383633083767
"314",0.314881365614452,0.326259485880534
"315",0.31482248998887,0.326137521531847
"316",0.314763585948411,0.326017888387044
"317",0.314704653493075,0.3259002049764
"318",0.314646147260897,0.32578485276964
"319",0.314587584198964,0.325672001308865
"320",0.314529077966786,0.325561269124349
"321",0.314470827468503,0.325452952914768
"322",0.314412491725588,0.325346861945258
"323",0.314353957078532,0.325243144565158
"324",0.314295933899267,0.325141737196181
"325",0.314237569741475,0.325042809380425
"326",0.314179347658069,0.32494633992513
"327",0.314121239234171,0.324851926167806
"328",0.314062676172239,0.324759949578179
"329",0.314004425673955,0.324670261806912
"330",0.313946203590549,0.324582735697428
"331",0.31388800992202,0.32449762556288
"332",0.313829560519597,0.324414677090115
"333",0.31377113953205,0.324333699544271
"334",0.313712746959381,0.324254968431261
"335",0.313654041823062,0.324178504943848
"336",0.313595706080147,0.324103906419542
"337",0.313536858869442,0.324031342400445
"338",0.313478125318247,0.323960834079319
"339",0.3134197043307,0.323892211914062
"340",0.313360857119995,0.323825624254015
"341",0.313301924664659,0.323760710822211
"342",0.313242878549814,0.323697704739041
"343",0.313183832434969,0.32363641526964
"344",0.313124701075492,0.323577117919922
"345",0.313065484471383,0.323519198099772
"346",0.313006324697029,0.323463037278917
"347",0.312946738699517,0.323408487108019
"348",0.312887380021022,0.323355462816026
"349",0.312827879268142,0.323303900824653
"350",0.312768179611121,0.323253885904948
"351",0.312708423124345,0.323205418056912
"352",0.312648297244166,0.323158031039768
"353",0.31258834185325,0.323112212287055
"354",0.312528443292089,0.323067665100098
"355",0.312468288997032,0.323024283515082
"356",0.312408049457344,0.322982258266873
"357",0.312347412109375,0.322941398620605
"358",0.312286774761406,0.322901492648655
"359",0.312225910094419,0.322862837049696
"360",0.312165017012555,0.32282526228163
"361",0.312103896611674,0.32278872595893
"362",0.312042634136406,0.322753164503309
"363",0.311981229586752,0.322718408372667
"364",0.311919597718081,0.322684754265679
"365",0.311857596456006,0.322651799519857
"366",0.31179559519393,0.322619650099013
"367",0.311733622346732,0.322588475545247
"368",0.311671194861499,0.322558000352648
"369",0.311608568472125,0.322528330485026
"370",0.31154585683812,0.322499148050944
"371",0.311482832640465,0.322470749749078
"372",0.311419495879161,0.322443114386665
"373",0.311355846554207,0.322416051228841
"374",0.311292197229254,0.322389517890082
"375",0.311227865947247,0.322363471984863
"376",0.311163563080118,0.322338019476997
"377",0.31109863508569,0.322313012017144
"378",0.311033877580525,0.322288767496745
"379",0.310968494948062,0.322264713711209
"380",0.310903169145353,0.322240999009874
"381",0.31083707614096,0.32221802605523
"382",0.310770784232425,0.322195243835449
"383",0.310704378664383,0.322172906663683
"384",0.310637177479778,0.32215092976888
"385",0.310569834220787,0.322129291958279
"386",0.310502320472533,0.322107993231879
"387",0.31043386903333,0.322086906433105
"388",0.310365389179251,0.322066307067871
"389",0.31029631261275,0.322045877244737
"390",0.3102269234826,0.322025722927517
"391",0.31015702288466,0.32200616200765
"392",0.310086468744544,0.321986410352919
"393",0.31001528947713,0.321967188517253
"394",0.309943968135329,0.321948220994737
"395",0.309871794347213,0.321929528978136
"396",0.309799279580569,0.321911197238498
"397",0.309726196516382,0.321893056233724
"398",0.309652261005878,0.321875233120388
"399",0.309577899272215,0.321857706705729
"400",0.309502940826132,0.321840604146322
"401",0.309427215178364,0.321823861863878
