"","cieloDespejado","multiNube","nube"
"1",0.00500675803050399,0.153895497322083,0.839859247207642
"2",0.000171415536897257,0.575027108192444,0.428686767816544
"3",0.991411209106445,0.000410116801504046,0.0091580068692565
"4",6.54668838251382e-05,0.72514271736145,0.273193776607513
"5",0.00204785401001573,0.245784759521484,0.752991378307343
"6",0.00422602565959096,0.173793360590935,0.824598729610443
"7",0.00911451503634453,0.0388850457966328,0.953116059303284
"8",0.00140805565752089,0.276220768690109,0.720918118953705
"9",0.000610169721767306,0.411451607942581,0.588868379592896
"10",0.00367284053936601,0.144739523530006,0.847734153270721
"11",0.0231548622250557,0.00679371412843466,0.989234030246735
"12",0.905070543289185,0.000928491936065257,0.133842989802361
"13",0.000921549100894481,0.361915469169617,0.63502299785614
"14",0.00659084226936102,0.0247769225388765,0.9665447473526
"15",0.00147773115895689,0.276186019182205,0.721879303455353
"16",0.00397345097735524,0.175550788640976,0.822871327400208
"17",0.014308231882751,0.0283499900251627,0.960041880607605
"18",0.000172485350049101,0.601393640041351,0.393783152103424
"19",0.00561366323381662,0.136312767863274,0.857988893985748
"20",0.000190732593182474,0.600221574306488,0.394006967544556
"21",8.07932519819587e-05,0.699273467063904,0.297055840492249
"22",0.00459446106106043,0.131010681390762,0.864520132541656
"23",0.00537175545468926,0.150694102048874,0.846273481845856
"24",0.00487745646387339,0.135723039507866,0.85960590839386
"25",0.00311051029711962,0.187220394611359,0.809517085552216
"26",0.00581945152953267,0.139911785721779,0.853877782821655
"27",0.00936251785606146,0.0410454161465168,0.951008021831512
"28",0.00977231003344059,0.0525361262261868,0.937702000141144
"29",0.00726904487237334,0.089217871427536,0.900849044322968
"30",0.000108491025457624,0.658427178859711,0.337638884782791
"31",0.00202197348698974,0.24763560295105,0.753082394599915
"32",0.00158032297622412,0.0888474658131599,0.897287249565125
"33",0.0108920019119978,0.00925751961767673,0.985842287540436
"34",8.93356191227213e-05,0.690922915935516,0.306915163993835
"35",0.00081892719026655,0.154631391167641,0.83041775226593
"36",0.835015833377838,0.00113408197648823,0.23644582927227
"37",0.00786521937698126,0.0609768889844418,0.929336547851562
"38",0.00645251246169209,0.0962191671133041,0.897461831569672
"39",0.000150907042552717,0.617093920707703,0.382618218660355
"40",6.76807394484058e-05,0.676652252674103,0.321918427944183
"41",0.00549847632646561,0.145911484956741,0.84823203086853
"42",0.000929077330511063,0.338989794254303,0.656593799591064
"43",0.000752031279262155,0.379544913768768,0.61542546749115
"44",0.000135649170260876,0.640488505363464,0.355524897575378
"45",0.00017481716349721,0.592275619506836,0.401038348674774
"46",0.000622918829321861,0.367943197488785,0.625972151756287
"47",0.00591136887669563,0.132942900061607,0.862865090370178
"48",0.123588085174561,0.00412002392113209,0.933844685554504
"49",0.00683550164103508,0.0966486781835556,0.896626651287079
"50",0.965184092521667,0.00065280933631584,0.0447916015982628
"51",0.00153240479994565,0.04560836404562,0.940774857997894
"52",0.635840177536011,0.00149689556565136,0.52362596988678
"53",0.339995801448822,0.00267959898337722,0.740255177021027
"54",0.00305346469394863,0.148691192269325,0.844144105911255
"55",0.000809897494036704,0.348967224359512,0.652493059635162
"56",0.00450094509869814,0.167375206947327,0.829950869083405
"57",0.00151924707461149,0.286852300167084,0.713551700115204
"58",0.994255483150482,0.000292605516733602,0.00868937373161316
"59",0.006513980217278,0.0819094926118851,0.910165071487427
"60",0.993124067783356,0.000352942472090945,0.00841668993234634
"61",0.00334199029020965,0.195770710706711,0.800613403320312
"62",0.00401597656309605,0.175527736544609,0.818521916866302
"63",0.00213680462911725,0.243212386965752,0.754048645496368
"64",0.000191109778825194,0.603056490421295,0.392354071140289
"65",0.0124743059277534,0.033136148005724,0.9578737616539
"66",0.0131331197917461,0.0109508307650685,0.983392417430878
"67",7.83536379458383e-05,0.703192472457886,0.295002788305283
"68",0.00868755392730236,0.0430641435086727,0.947351574897766
"69",0.0813328176736832,0.00512936618179083,0.954192399978638
"70",0.95463091135025,0.000707957311533391,0.0609068237245083
"71",0.0117025077342987,0.0215261317789555,0.971154570579529
"72",0.00398244196549058,0.0467769391834736,0.942408382892609
"73",0.00688324263319373,0.0643672198057175,0.927939116954803
"74",0.00257730879820883,0.203766942024231,0.792221903800964
"75",0.00805129483342171,0.0858760997653008,0.904603958129883
"76",0.00277365883812308,0.156919166445732,0.835484266281128
"77",0.00239505548961461,0.17701256275177,0.814588665962219
"78",0.00370216625742614,0.185771375894547,0.813970923423767
"79",0.00524960039183497,0.148076698184013,0.846438348293304
"80",0.0014483705163002,0.224978402256966,0.771735429763794
"81",0.000237225089222193,0.549074172973633,0.444160044193268
"82",0.000387039763154462,0.474079102277756,0.521268606185913
"83",0.583779633045197,0.00176143948920071,0.564089715480804
"84",0.000628641748335212,0.410045444965363,0.584780037403107
"85",0.0181806497275829,0.0110914008691907,0.984408915042877
"86",0.000579929153900594,0.417649418115616,0.576886117458344
"87",0.00771840987727046,0.0922931283712387,0.8989417552948
"88",0.00344495289027691,0.137686088681221,0.854519307613373
"89",0.00559170125052333,0.144540086388588,0.851472735404968
"90",0.000329931848682463,0.485679447650909,0.502809882164001
"91",0.00251575093716383,0.22409088909626,0.773465275764465
"92",0.000793603947386146,0.311928153038025,0.677078247070312
"93",0.00389498169533908,0.179415196180344,0.815282762050629
"94",0.000243984701228328,0.505508720874786,0.484034031629562
"95",0.00325481104664505,0.193970009684563,0.805812060832977
"96",0.00249506696127355,0.214726030826569,0.783774852752686
"97",0.00740146962925792,0.0846803560853004,0.905484020709991
"98",0.000605380919296294,0.430254250764847,0.564064741134644
"99",0.00468575255945325,0.160488277673721,0.836528360843658
"100",0.00377742596901953,0.18588037788868,0.812867105007172
"101",0.00019159511430189,0.300403535366058,0.680306494235992
"102",0.000976926297880709,0.355315774679184,0.640254497528076
"103",0.00825198087841272,0.069413997232914,0.921704411506653
"104",0.00483588874340057,0.15722168982029,0.841464996337891
"105",0.000112911991891451,0.636014342308044,0.362943708896637
"106",0.00354625540785491,0.174524590373039,0.821095824241638
"107",0.000564200745429844,0.419027715921402,0.575271666049957
"108",0.0100952750071883,0.0169672314077616,0.970366716384888
"109",0.00598108395934105,0.138065204024315,0.856311082839966
"110",0.000905209803022444,0.342516213655472,0.65614926815033
"111",0.0112360659986734,0.021196635439992,0.971553146839142
"112",0.00945132225751877,0.0380874499678612,0.952408492565155
"113",0.000549211108591408,0.335743635892868,0.664718806743622
"114",0.0166437216103077,0.0116153908893466,0.982814788818359
"115",0.0078354524448514,0.070757083594799,0.918923377990723
"116",0.0103316670283675,0.0198568776249886,0.973649799823761
"117",0.00497853849083185,0.154905632138252,0.840168416500092
"118",0.428642213344574,0.00250354059971869,0.649747252464294
"119",0.000308842631056905,0.511820197105408,0.486929923295975
"120",0.0631133541464806,0.00536501361057162,0.96792197227478
"121",0.000547298230230808,0.439363867044449,0.554063558578491
"122",0.00342411920428276,0.0246630031615496,0.964045822620392
"123",0.00224057375453413,0.215895399451256,0.781536281108856
"124",8.36322287796065e-05,0.678015470504761,0.317701935768127
"125",0.00410698913037777,0.173107847571373,0.820692300796509
"126",0.00538144260644913,0.128499045968056,0.867975234985352
"127",0.982421815395355,0.000470470171421766,0.0251958072185516
"128",0.000644957355689257,0.11337348818779,0.866098463535309
"129",0.00760668283328414,0.0965223610401154,0.894187390804291
"130",0.000721777672879398,0.380519956350327,0.615588963031769
"131",0.00531267374753952,0.140660062432289,0.854662716388702
"132",0.0449615679681301,0.00884515605866909,0.957162737846375
"133",0.00024622370256111,0.56582248210907,0.427687287330627
"134",0.0058647682890296,0.0481796562671661,0.942221939563751
"135",0.00165297859348357,0.215189874172211,0.771835625171661
"136",0.00149650941602886,0.194610744714737,0.790594756603241
"137",0.00497412774711847,0.154893308877945,0.839230179786682
"138",0.0118312751874328,0.0365465767681599,0.952938854694366
"139",0.00776935694739223,0.0852222144603729,0.905686914920807
"140",0.0284412633627653,0.0111005259677768,0.972644031047821
"141",0.993141770362854,0.000332113762851804,0.00940313749015331
"142",0.00340750231407583,0.190813168883324,0.805365204811096
"143",0.00238553830422461,0.229017987847328,0.768235683441162
"144",0.00781525298953056,0.0780258402228355,0.912022471427917
"145",0.00463008973747492,0.157683283090591,0.839000523090363
"146",0.0225301031023264,0.00595070235431194,0.990671813488007
"147",0.363594681024551,0.00248094275593758,0.764010906219482
"148",0.00389539240859449,0.10464072227478,0.886433899402618
"149",0.000377843185560778,0.45815834403038,0.530260562896729
"150",0.992365539073944,0.00033955613616854,0.0108181480318308
"151",0.00362141011282802,0.184891298413277,0.813571393489838
"152",0.00590010639280081,0.128850325942039,0.864356219768524
"153",0.0048834984190762,0.160230696201324,0.837662816047668
"154",0.00432188622653484,0.107467249035835,0.884606957435608
"155",0.00255617732182145,0.162899851799011,0.829238414764404
"156",0.00190679158549756,0.26367312669754,0.734435260295868
"157",0.000215896696317941,0.56927102804184,0.427359253168106
"158",0.00203879782930017,0.249209672212601,0.749954581260681
"159",0.00214866921305656,0.158319815993309,0.834627151489258
"160",0.00463539501652122,0.161507800221443,0.834387004375458
"161",0.00139738351572305,0.302605420351028,0.695218324661255
"162",0.00374552886933088,0.176594033837318,0.821002960205078
"163",0.000594727869611233,0.421741873025894,0.572064697742462
"164",0.000233848259085789,0.562457621097565,0.431107491254807
"165",0.968530476093292,0.000568908988498151,0.0483014918863773
"166",0.00903818663209677,0.0656739249825478,0.924152076244354
"167",0.00969868432730436,0.0493449717760086,0.941645324230194
"168",0.00304015097208321,0.198559477925301,0.798744440078735
"169",0.00112605618778616,0.328320920467377,0.670971512794495
"170",0.00974788051098585,0.0156321842223406,0.977254986763
"171",0.000203093251911923,0.588572561740875,0.406406849622726
"172",0.990469813346863,0.000357195152901113,0.0144746890291572
"173",0.000554330879822373,0.430009216070175,0.564499914646149
